date,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients
1/2/2011,2011,1,2.53336,2.69151,6584,4455,NA,6342,1586,1059,20026,1923,744043
1/9/2011,2011,2,2.91288,2.91063,6238,4220,NA,7773,1537,953,20721,1921,711908
1/16/2011,2011,3,3.44497,3.49232,7247,5095,NA,11243,1734,938,26257,1964,751850
1/23/2011,2011,4,4.16185,4.0037,8007,5952,NA,15291,1794,931,31975,1947,798637
1/30/2011,2011,5,4.55159,4.43534,8195,6536,NA,16366,1990,1197,34284,1970,772974
2/6/2011,2011,6,4.46504,4.24215,8036,6812,NA,16516,1996,1096,34456,1961,812230
2/13/2011,2011,7,4.55124,4.39719,8172,7257,NA,17493,2352,1293,36567,1910,831600
2/20/2011,2011,8,4.0822,3.90256,7839,6425,NA,13718,2028,1267,31277,1908,801449
2/27/2011,2011,9,3.38812,3.15073,6376,4869,NA,10496,1740,1146,24627,1860,781629
3/6/2011,2011,10,2.99142,2.72422,5691,3939,NA,8427,1421,899,20377,1829,747993
3/13/2011,2011,11,2.61542,2.33336,5363,3265,NA,6702,1175,804,17309,1823,741807
3/20/2011,2011,12,2.09065,1.925,4400,2551,NA,5489,978,613,14031,1790,728883
3/27/2011,2011,13,1.86146,1.75243,4189,2244,NA,5025,877,622,12957,1770,739375
4/3/2011,2011,14,1.61377,1.57704,3701,1985,NA,4557,747,508,11498,1723,729089
4/10/2011,2011,15,1.42199,1.35766,3164,1574,NA,3562,641,450,9391,1681,691707
4/17/2011,2011,16,1.3382,1.31223,3139,1505,NA,3064,559,428,8695,1651,662612
4/24/2011,2011,17,1.19995,1.14937,2895,1324,NA,2673,555,383,7830,1612,681240
5/1/2011,2011,18,1.14889,1.11451,2532,1305,NA,2553,524,393,7307,1585,655627
5/8/2011,2011,19,1.12194,1.10984,2551,1254,NA,2595,485,351,7236,1556,651983
5/15/2011,2011,20,1.06712,1.0524,2353,1131,NA,2280,461,305,6530,1516,620485
5/22/2011,2011,21,1.05058,1.03536,2213,1045,NA,2110,405,299,6072,1381,586460
5/29/2011,2011,22,1.15203,1.11777,2249,1013,NA,1980,397,307,5946,1357,531954
6/5/2011,2011,23,0.970975,0.982949,2040,1037,NA,1760,432,278,5547,1296,564322
6/12/2011,2011,24,0.894683,0.925194,1812,911,NA,1599,405,262,4989,1279,539238
6/19/2011,2011,25,0.843568,0.835531,1604,870,NA,1422,308,244,4448,1251,532356
6/26/2011,2011,26,0.815409,0.832393,1472,750,NA,1462,324,210,4218,1225,506732
7/3/2011,2011,27,0.823052,0.855591,1423,823,NA,1269,270,224,4009,1211,468565
7/10/2011,2011,28,0.674635,0.706949,1255,756,NA,1206,316,188,3721,1220,526346
7/17/2011,2011,29,0.631883,0.694387,1243,733,NA,1184,259,178,3597,1203,518011
7/24/2011,2011,30,0.641513,0.687976,1251,667,NA,1188,263,169,3538,1179,514262
7/31/2011,2011,31,0.529813,0.644743,1088,635,NA,1125,203,151,3202,1175,496632
8/7/2011,2011,32,0.644089,0.67533,1207,704,NA,1223,231,158,3523,1175,521671
8/14/2011,2011,33,0.667718,0.72823,1342,767,NA,1358,241,166,3874,1191,531975
8/21/2011,2011,34,0.705668,0.806526,1505,814,NA,1600,305,220,4444,1195,551005
8/28/2011,2011,35,0.804155,0.860408,1528,887,NA,1781,308,213,4717,1200,548228
9/4/2011,2011,36,0.907804,0.936075,1622,904,NA,1809,293,185,4813,1184,514168
9/11/2011,2011,37,1.00555,0.966683,1788,1022,NA,2206,346,205,5567,1196,575887
9/18/2011,2011,38,1.03601,0.996007,1816,1126,NA,2264,374,242,5822,1201,584534
9/25/2011,2011,39,1.07583,1.10846,2248,1253,NA,2514,449,244,6708,1213,605162
10/2/2011,2011,40,1.16092,1.20345,3106,1765,NA,3485,632,377,9365,1850,778182
10/9/2011,2011,41,1.19785,1.23777,3317,1777,NA,3667,672,370,9803,1883,791987
10/16/2011,2011,42,1.27926,1.25259,3324,1763,NA,3837,655,379,9958,1905,794995
10/23/2011,2011,43,1.29194,1.30546,3453,1773,NA,4035,657,380,10298,1900,788840
10/30/2011,2011,44,1.42824,1.45295,3634,1957,NA,4658,760,387,11396,1925,784334
11/6/2011,2011,45,1.39803,1.44089,3949,2072,NA,4348,671,456,11496,1946,797839
11/13/2011,2011,46,1.45831,1.46221,3923,2166,NA,4361,797,474,11721,1900,801594
11/20/2011,2011,47,1.56548,1.65573,4125,1803,NA,3340,679,430,10377,1918,626731
11/27/2011,2011,48,1.34313,1.46606,4237,2059,NA,3955,815,413,11479,1904,782984
12/4/2011,2011,49,1.48139,1.51811,3995,1938,NA,4040,772,442,11187,1898,736905
12/11/2011,2011,50,1.63398,1.66429,4579,2077,NA,4097,838,546,12137,1872,729258
12/18/2011,2011,51,1.83126,1.85274,5016,2068,NA,3535,818,521,11958,1851,645424
12/25/2011,2011,52,2.10451,2.12413,5243,2315,NA,3184,946,668,12356,1821,581697
1/1/2012,2012,1,1.73625,1.76709,4514,2342,NA,3393,1028,715,11992,1891,678631
1/8/2012,2012,2,1.55066,1.5434,4059,2319,NA,3636,918,611,11543,1883,747894
1/15/2012,2012,3,1.62891,1.64762,4364,2247,NA,4030,800,498,11939,1887,724623
1/22/2012,2012,4,1.76038,1.6843,4766,2303,NA,4802,825,513,13209,1891,784244
1/29/2012,2012,5,1.92728,1.86354,5218,2415,NA,5336,915,564,14448,1885,775298
2/5/2012,2012,6,1.91994,1.86408,5028,2582,NA,5555,894,565,14624,1875,784516
2/12/2012,2012,7,2.09951,2.01839,5277,2937,NA,5994,1054,667,15929,1884,789193
2/19/2012,2012,8,2.23973,2.10385,5246,3009,NA,5990,1131,761,16137,1853,767022
2/26/2012,2012,9,2.21921,2.09555,5219,3141,NA,6239,1153,766,16518,1826,788242
3/4/2012,2012,10,2.16693,2.10398,4811,2832,NA,6493,998,629,15763,1816,749198
3/11/2012,2012,11,2.38913,2.2941,5175,3321,NA,6768,1185,701,17150,1819,747570
3/18/2012,2012,12,1.96466,1.92223,4422,2822,NA,5683,988,609,14524,1780,755579
3/25/2012,2012,13,1.84229,1.74239,3807,2485,NA,5256,920,549,13017,1753,747079
4/1/2012,2012,14,1.68674,1.67601,3582,2306,NA,4631,839,572,11930,1729,711808
4/8/2012,2012,15,1.53136,1.49637,3253,2109,NA,4059,767,544,10732,1707,717202
4/15/2012,2012,16,1.37912,1.38202,3001,1990,NA,4020,719,393,10123,1699,732480
4/22/2012,2012,17,1.29515,1.28926,2638,1831,NA,3802,664,435,9370,1675,726772
4/29/2012,2012,18,1.39521,1.35803,2509,1728,NA,3671,636,455,8999,1564,662649
5/6/2012,2012,19,1.32522,1.30833,2524,1559,NA,3468,606,419,8576,1546,655492
5/13/2012,2012,20,1.23059,1.26692,2465,1547,NA,3087,588,375,8062,1503,636347
5/20/2012,2012,21,1.23028,1.27731,2545,1461,NA,3011,483,378,7878,1415,616765
5/27/2012,2012,22,1.26877,1.2991,2480,1276,NA,2601,446,350,7153,1409,550614
6/3/2012,2012,23,1.10782,1.16297,2336,1281,NA,2352,458,338,6765,1365,581700
6/10/2012,2012,24,1.09559,1.08612,2231,1150,NA,2024,428,300,6133,1289,564670
6/17/2012,2012,25,1.11031,1.0568,2259,1119,NA,1974,411,285,6048,1295,572296
6/24/2012,2012,26,1.10616,1.07871,2168,1058,NA,1850,422,288,5786,1260,536380
7/1/2012,2012,27,1.10816,1.04662,1911,1013,NA,1706,388,273,5291,1271,505533
7/8/2012,2012,28,0.999444,0.928152,1913,964,NA,1751,337,220,5185,1240,558637
7/15/2012,2012,29,0.924199,0.901936,1818,914,NA,1640,318,241,4931,1223,546713
7/22/2012,2012,30,0.949257,0.915356,1752,975,NA,1721,372,283,5103,1250,557488
7/29/2012,2012,31,0.978903,0.952548,1728,1050,NA,1706,408,267,5159,1240,541600
8/5/2012,2012,32,0.925024,0.916661,1660,989,NA,1718,375,284,5026,1248,548294
8/12/2012,2012,33,0.848456,0.901787,1721,986,NA,1755,357,232,5051,1238,560110
8/19/2012,2012,34,1.04451,1.03315,2098,1194,NA,2128,425,296,6141,1238,594395
8/26/2012,2012,35,1.0986,1.05238,1958,1305,NA,2335,443,277,6318,1238,600354
9/2/2012,2012,36,1.22071,1.12713,1886,1317,NA,2294,481,318,6296,1242,558585
9/9/2012,2012,37,1.24976,1.1866,2176,1408,NA,2870,513,415,7382,1252,622114
9/16/2012,2012,38,1.22892,1.21415,2295,1530,NA,2972,511,348,7656,1268,630563
9/23/2012,2012,39,1.29393,1.25198,2421,1546,NA,2867,575,398,7807,1248,623572
9/30/2012,2012,40,1.23034,1.20559,2773,1814,NA,3691,702,415,9395,1932,779285
10/7/2012,2012,41,1.3278,1.31929,2960,1957,NA,4007,745,489,10158,1940,769959
10/14/2012,2012,42,1.33995,1.32737,3202,1902,NA,4233,760,488,10585,1968,797444
10/21/2012,2012,43,1.37842,1.36688,3346,2012,NA,4268,771,516,10913,1958,798388
10/28/2012,2012,44,1.50085,1.50535,3326,2032,NA,4422,797,484,11061,1929,734781
11/4/2012,2012,45,1.65163,1.61273,3733,2330,NA,5145,925,541,12674,1974,785871
11/11/2012,2012,46,1.76746,1.75208,4034,2569,NA,5526,897,597,13623,1966,777534
11/18/2012,2012,47,2.30609,2.33365,4651,2824,NA,5387,1105,683,14650,1968,627772
11/25/2012,2012,48,2.16324,2.2268,5102,3950,NA,7018,1498,953,18521,2006,831730
12/2/2012,2012,49,2.83038,2.97657,6486,4672,NA,10857,1791,1071,24877,2006,835762
12/9/2012,2012,50,3.43761,3.62552,7446,5692,NA,12945,2087,1262,29432,1977,811800
12/16/2012,2012,51,4.30554,4.5532,8546,7437,NA,13971,2730,1648,34332,1908,754019
12/23/2012,2012,52,6.06082,6.02598,9709,9295,NA,11391,3639,2554,36588,1905,607171
12/30/2012,2013,1,4.64931,4.96368,8444,9679,NA,9108,4080,2792,34103,1982,687051
1/6/2013,2013,2,4.32584,4.69072,8297,10877,NA,13424,4502,2796,39896,1995,850531
1/13/2013,2013,3,4.51113,4.70473,8633,8977,NA,15992,3523,2316,39441,2008,838326
1/20/2013,2013,4,4.2171,4.1646,7441,7021,NA,13439,2760,1765,32426,1978,778610
1/27/2013,2013,5,3.78956,3.69533,6609,6421,NA,12653,2551,1574,29808,1963,806640
2/3/2013,2013,6,3.29206,3.2363,5757,5236,NA,10816,1971,1207,24987,1931,772086
2/10/2013,2013,7,3.0197,2.89421,5289,4698,NA,9395,1894,1045,22321,1926,771229
2/17/2013,2013,8,2.71499,2.71742,5099,4357,NA,8415,1625,1023,20519,1940,755092
2/24/2013,2013,9,2.4845,2.52297,4633,4030,NA,7981,1619,968,19231,1893,762238
3/3/2013,2013,10,2.57808,2.55227,4791,3935,NA,7709,1536,858,18829,1884,737736
3/10/2013,2013,11,2.39237,2.43225,4480,3606,NA,7065,1352,889,17392,1846,715059
3/17/2013,2013,12,2.06778,2.10851,3957,3191,NA,6095,1270,741,15254,1825,723449
3/24/2013,2013,13,1.90281,1.94725,3830,2924,NA,5204,1124,632,13714,1811,704276
3/31/2013,2013,14,1.65902,1.74859,3516,2677,NA,4299,1106,675,12273,1769,701881
4/7/2013,2013,15,1.43006,1.49713,3110,2219,NA,3929,957,603,10818,1742,722583
4/14/2013,2013,16,1.27757,1.32313,2707,1757,NA,3509,724,491,9188,1732,694415
4/21/2013,2013,17,1.19009,1.22647,2588,1630,NA,3364,582,425,8589,1711,700300
4/28/2013,2013,18,1.09556,1.19614,2439,1470,NA,3142,565,370,7986,1675,667648
5/5/2013,2013,19,1.08589,1.19049,2422,1474,NA,2877,570,361,7704,1630,647130
5/12/2013,2013,20,1.07343,1.17426,2431,1345,NA,2583,565,393,7317,1582,623114
5/19/2013,2013,21,1.01677,1.13342,2230,1279,NA,2219,493,368,6589,1489,581338
5/26/2013,2013,22,1.04847,1.14306,2109,1147,NA,2094,483,357,6190,1486,541528
6/2/2013,2013,23,0.920349,1.00881,1983,1086,NA,1779,460,330,5638,1421,558875
6/9/2013,2013,24,0.920779,1.02358,1969,1112,NA,1713,468,277,5539,1419,541138
6/16/2013,2013,25,0.904333,1.00138,1877,1040,NA,1766,489,302,5474,1405,546643
6/23/2013,2013,26,0.83057,0.909498,1703,947,NA,1581,399,285,4915,1389,540408
6/30/2013,2013,27,0.862837,0.950042,1594,851,NA,1489,321,251,4506,1357,474295
7/7/2013,2013,28,0.732182,0.829299,1576,862,NA,1491,362,219,4510,1362,543833
7/14/2013,2013,29,0.724558,0.802109,1432,849,NA,1405,315,185,4186,1341,521874
7/21/2013,2013,30,0.740848,0.806333,1416,800,NA,1464,332,221,4233,1325,524969
7/28/2013,2013,31,0.726037,0.796937,1216,852,NA,1284,350,184,3886,1290,487617
8/4/2013,2013,32,0.755639,0.779136,1367,870,NA,1338,302,198,4075,1299,523015
8/11/2013,2013,33,0.761847,0.797653,1364,919,NA,1366,331,188,4168,1276,522533
8/18/2013,2013,34,0.779896,0.825485,1331,892,NA,1561,301,232,4317,1265,522965
8/25/2013,2013,35,0.899138,0.935469,1499,1014,NA,1814,410,316,5053,1260,540157
9/1/2013,2013,36,0.999524,1.04345,1681,1137,NA,2035,462,311,5626,1317,539175
9/8/2013,2013,37,1.0558,1.09107,1926,1217,NA,2437,440,354,6374,1307,584196
9/15/2013,2013,38,1.0967,1.20108,2175,1350,NA,2683,537,365,7110,1290,591969
9/22/2013,2013,39,1.24709,1.26179,2393,1500,NA,2963,648,459,7963,1364,631088
9/29/2013,2013,40,1.15746,1.13249,2974,1840,NA,3769,638,456,9677,1960,854487
10/6/2013,2013,41,1.27184,1.21121,3276,1924,NA,3925,762,533,10420,1990,860298
10/13/2013,2013,42,1.31623,1.25682,3483,2010,NA,3880,785,500,10658,2018,848016
10/20/2013,2013,43,1.37444,1.37097,3930,2292,NA,4484,816,514,12036,2027,877917
10/27/2013,2013,44,1.46781,1.42956,4045,2354,NA,4642,930,531,12502,2028,874537
11/3/2013,2013,45,1.5834,1.53588,4434,2511,NA,5062,953,538,13498,2017,878845
11/10/2013,2013,46,1.60253,1.60267,4643,2716,NA,5000,990,578,13927,2054,868987
11/17/2013,2013,47,1.72344,1.73267,4835,3088,NA,5579,1083,583,15168,2012,875411
11/24/2013,2013,48,2.11076,2.09858,4937,3027,NA,4313,1059,639,13975,2042,665926
12/1/2013,2013,49,2.1708,2.21374,5549,4375,NA,6579,1552,865,18920,2055,854664
12/8/2013,2013,50,2.36971,2.41674,5501,4458,NA,7046,1591,802,19398,2054,802651
12/15/2013,2013,51,3.15997,3.03071,6555,6525,NA,8406,2272,939,24697,2009,814891
12/22/2013,2013,52,4.59053,4.38724,7814,7499,NA,7485,2874,1316,26988,2007,615148
12/29/2013,2014,1,4.28195,4.2112,7488,9135,NA,6726,3555,1750,28654,2033,680424
1/5/2014,2014,2,3.56288,3.46492,6233,8846,NA,7881,3565,1622,28147,2059,812343
1/12/2014,2014,3,3.36378,3.31698,6007,8091,NA,9517,3149,1606,28370,2049,855297
1/19/2014,2014,4,3.39659,3.2407,5878,6818,NA,8858,2616,1332,25502,2062,786928
1/26/2014,2014,5,3.11922,2.88598,5133,6031,NA,8714,2403,1203,23484,2051,813726
2/2/2014,2014,6,2.83572,2.62172,4729,5278,NA,7711,2242,1125,21085,2051,804244
2/9/2014,2014,7,2.48484,2.34067,4210,4470,NA,6717,1829,969,18195,2018,777340
2/16/2014,2014,8,2.2741,2.12059,4250,4306,NA,6121,1684,873,17234,2025,812700
2/23/2014,2014,9,2.07244,1.91094,3953,3691,NA,5875,1505,890,15914,1978,832786
3/2/2014,2014,10,1.98207,1.9023,3775,3472,NA,5575,1430,792,15044,1944,790831
3/9/2014,2014,11,1.82441,1.76619,3616,3210,NA,5022,1360,816,14024,1904,794024
3/16/2014,2014,12,1.82036,1.85791,3798,3285,NA,5611,1422,810,14926,1922,803374
3/23/2014,2014,13,1.75391,1.82094,3523,3256,NA,5812,1298,772,14661,1887,805133
3/30/2014,2014,14,1.74542,1.83453,3582,3153,NA,5659,1436,807,14637,1866,797863
4/6/2014,2014,15,1.67236,1.75446,3574,2943,NA,5587,1316,786,14206,1845,809707
4/13/2014,2014,16,1.51659,1.51636,3130,2516,NA,4279,1088,710,11723,1810,773101
4/20/2014,2014,17,1.44778,1.40334,2846,2504,NA,3770,1036,658,10814,1771,770592
4/27/2014,2014,18,1.29028,1.2593,2501,2084,NA,3591,913,559,9648,1746,766139
5/4/2014,2014,19,1.37388,1.32482,2789,2009,NA,3615,834,528,9775,1714,737834
5/11/2014,2014,20,1.34208,1.27576,2544,1876,NA,3256,825,532,9033,1660,708049
5/18/2014,2014,21,1.34563,1.29483,2733,1742,NA,3068,771,483,8797,1570,679395
5/25/2014,2014,22,1.21291,1.2261,2528,1542,NA,2459,625,504,7658,1554,624582
6/1/2014,2014,23,1.19291,1.14538,2383,1492,NA,2349,607,398,7229,1461,631143
6/8/2014,2014,24,1.14146,1.0678,2227,1413,NA,2181,561,401,6783,1461,635233
6/15/2014,2014,25,1.06503,1.07269,2159,1285,NA,2009,528,388,6369,1392,593740
6/22/2014,2014,26,1.12669,1.01298,2049,1235,NA,1917,509,328,6038,1411,596063
6/29/2014,2014,27,0.947353,0.994705,1865,1075,NA,1688,416,308,5352,1388,538049
7/6/2014,2014,28,0.944187,0.880862,1758,1122,NA,1623,441,351,5295,1394,601116
7/13/2014,2014,29,0.934822,0.858173,1582,1116,NA,1621,403,361,5083,1376,592305
7/20/2014,2014,30,0.81736,0.805152,1455,1128,NA,1450,398,334,4765,1372,591814
7/27/2014,2014,31,0.852792,0.818781,1450,1094,NA,1655,417,326,4942,1378,603580
8/3/2014,2014,32,0.746994,0.783735,1460,1074,NA,1528,409,273,4744,1382,605307
8/10/2014,2014,33,0.761098,0.848703,1528,1107,NA,1631,403,311,4980,1369,586778
8/17/2014,2014,34,0.767627,0.834146,1569,1196,NA,1813,412,315,5305,1371,635980
8/24/2014,2014,35,0.862176,0.905981,1684,1223,NA,2184,401,307,5799,1353,640080
8/31/2014,2014,36,0.984907,1.04506,1753,1284,NA,2258,453,302,6050,1352,578913
9/7/2014,2014,37,1.16287,1.16816,2300,1550,NA,3316,568,396,8130,1401,695966
9/14/2014,2014,38,1.22731,1.27649,2535,1705,NA,3650,605,393,8888,1405,696282
9/21/2014,2014,39,1.2071,1.29758,2522,1820,NA,3447,657,428,8874,1407,683887
9/28/2014,2014,40,1.16191,1.20612,2958,1959,NA,3994,712,527,10150,1937,841540
10/5/2014,2014,41,1.30905,1.32485,3055,2116,NA,4437,821,548,10977,1960,828544
10/12/2014,2014,42,1.37072,1.41192,3442,2321,NA,4728,870,580,11941,2000,845727
10/19/2014,2014,43,1.43373,1.42547,3455,2459,NA,4955,892,531,12292,2008,862314
10/26/2014,2014,44,1.42791,1.43909,3632,2242,NA,5102,807,530,12313,2053,855608
11/2/2014,2014,45,1.61605,1.61532,4277,2349,NA,5799,863,565,13853,2058,857601
11/9/2014,2014,46,1.65976,1.66473,4424,2323,NA,5816,911,588,14062,1997,844700
11/16/2014,2014,47,2.05459,2.0058,4740,2921,NA,7322,1049,642,16674,2058,831289
11/23/2014,2014,48,2.53541,2.62227,5432,3277,NA,6848,1165,880,17602,2067,671251
11/30/2014,2014,49,2.54253,2.60749,6185,4623,NA,9106,1767,1224,22905,2097,878430
12/7/2014,2014,50,3.60563,3.4178,7424,5287,NA,13050,1970,1441,29172,2069,853532
12/14/2014,2014,51,4.90976,4.46555,9270,6920,NA,16418,2671,2103,37382,2016,837119
12/21/2014,2014,52,5.98221,6.11497,10363,8982,NA,13951,3718,3519,40533,1984,662849
12/28/2014,2014,53,5.47421,5.30979,9732,9348,NA,9406,4288,4117,36891,1983,694773
1/4/2015,2015,1,4.21374,4.07898,7160,8072,NA,9589,3614,3048,31483,1958,771835
1/11/2015,2015,2,4.21022,3.93762,7044,6946,NA,11966,2909,2339,31204,1971,792459
1/18/2015,2015,3,4.25968,4.15076,7840,6451,NA,13949,2951,2030,33221,1966,800359
1/25/2015,2015,4,3.97761,3.87899,7118,5844,NA,13159,2585,1915,30621,1955,789407
2/1/2015,2015,5,3.63443,3.45794,6656,5380,NA,12093,2368,1654,28151,1950,814097
2/8/2015,2015,6,3.26527,3.06359,6429,4884,NA,10328,2072,1505,25218,1917,823153
2/15/2015,2015,7,2.93083,2.82646,5537,4295,NA,8164,1842,1271,21109,1907,746836
2/22/2015,2015,8,2.54474,2.3599,4823,4061,NA,7280,1765,1249,19178,1934,812660
3/1/2015,2015,9,2.47227,2.33472,4639,3914,NA,7116,1696,1076,18441,1912,789858
3/8/2015,2015,10,2.35665,2.21286,4710,3654,NA,6748,1654,1067,17833,1907,805881
3/15/2015,2015,11,2.17008,2.07619,4559,3482,NA,6084,1573,997,16695,1883,804117
3/22/2015,2015,12,2.04297,2.01267,4418,3284,NA,6003,1486,931,16122,1848,801027
3/29/2015,2015,13,1.954,1.94192,4174,2968,NA,5623,1321,889,14975,1819,771143
4/5/2015,2015,14,1.72287,1.74809,3903,2931,NA,4634,1387,878,13733,1820,785602
4/12/2015,2015,15,1.53694,1.50367,3448,2448,NA,4214,1160,774,12044,1813,800974
4/19/2015,2015,16,1.38283,1.43494,3182,2052,NA,4011,975,640,10860,1768,756827
4/26/2015,2015,17,1.46265,1.45673,3203,2122,NA,4280,888,602,11095,1753,761638
5/3/2015,2015,18,1.38934,1.42836,3106,2074,NA,4079,846,589,10694,1735,748690
5/10/2015,2015,19,1.3468,1.35297,2805,1810,NA,3641,813,602,9671,1688,714799
5/17/2015,2015,20,1.25452,1.33093,2754,1768,NA,3296,736,470,9024,1622,678023
5/24/2015,2015,21,1.21636,1.28422,2593,1461,NA,2714,652,493,7913,1579,616171
5/31/2015,2015,22,1.16734,1.13889,2211,1334,NA,2345,594,462,6946,1505,609891
6/7/2015,2015,23,1.04654,1.10343,2109,1320,NA,2284,575,456,6744,1455,611184
6/14/2015,2015,24,0.943661,0.970748,1734,1167,NA,2046,495,408,5850,1459,602628
6/21/2015,2015,25,0.935046,0.998681,1897,1170,NA,1921,496,429,5913,1445,592081
6/28/2015,2015,26,0.934726,0.978057,1678,1043,NA,1701,430,380,5232,1417,534938
7/5/2015,2015,27,0.864118,0.866431,1546,1081,NA,1675,443,371,5116,1428,590468
7/12/2015,2015,28,0.806535,0.827757,1487,1028,NA,1609,405,341,4870,1411,588337
7/19/2015,2015,29,0.742747,0.797572,1383,1011,NA,1498,413,321,4626,1401,580010
7/26/2015,2015,30,0.737859,0.811221,1415,999,NA,1459,432,300,4605,1352,567663
8/2/2015,2015,31,0.743224,0.821165,1392,1026,NA,1590,420,325,4753,1364,578812
8/9/2015,2015,32,0.805251,0.819435,1330,1062,NA,1667,400,291,4750,1340,579668
8/16/2015,2015,33,0.816943,0.848041,1429,1134,NA,1815,436,359,5173,1356,609994
8/23/2015,2015,34,0.814518,0.888524,1687,1151,NA,2033,423,354,5648,1362,635661
8/30/2015,2015,35,0.86067,0.962826,1636,1230,NA,2292,481,324,5963,1354,619323
9/6/2015,2015,36,0.886704,1.02252,1714,1297,NA,2169,461,329,5970,1349,583853
9/13/2015,2015,37,1.00845,1.08392,1993,1392,NA,2744,536,397,7062,1369,651524
9/20/2015,2015,38,1.06625,1.17724,2178,1520,NA,2947,627,432,7704,1367,654414
9/27/2015,2015,39,1.05995,1.1716,2170,1654,NA,2746,652,404,7626,1332,650904
10/4/2015,2015,40,1.22559,1.24325,2849,2015,NA,3693,871,621,10049,1963,808287
10/11/2015,2015,41,1.31066,1.3234,3016,2102,NA,4007,912,678,10715,1976,809660
10/18/2015,2015,42,1.3711,1.40399,3263,2357,NA,4360,951,653,11584,1995,825079
10/25/2015,2015,43,1.39171,1.37629,3141,2254,NA,4148,927,694,11164,1999,811165
11/1/2015,2015,44,1.43712,1.46866,3563,2450,NA,4783,935,692,12423,2048,845875
11/8/2015,2015,45,1.50165,1.533,3746,2517,NA,4725,943,745,12676,2028,826877
11/15/2015,2015,46,1.59805,1.60841,3960,2656,NA,5076,1026,766,13484,2023,838344
11/22/2015,2015,47,1.89668,1.90047,3974,2427,NA,4073,981,703,12158,2000,639738
11/29/2015,2015,48,1.67728,1.73645,4469,3011,NA,5076,1232,829,14617,2040,841777
12/6/2015,2015,49,1.78296,1.81945,4575,2902,NA,5384,1252,873,14986,2020,823657
12/13/2015,2015,50,1.87336,1.96571,5135,2963,NA,5105,1250,943,15396,2000,783227
12/20/2015,2015,51,2.32148,2.42021,5377,2876,NA,4317,1256,1013,14839,1978,613128
12/27/2015,2015,52,2.40991,2.41083,5700,3264,NA,4011,1524,1180,15679,1949,650356
1/3/2016,2016,1,1.94328,1.98859,4775,3597,NA,4494,1631,1157,15654,2004,787192
1/10/2016,2016,2,1.99796,1.98985,4574,3180,NA,5362,1380,1021,15517,2005,779809
1/17/2016,2016,3,2.11829,2.1071,4804,3226,NA,5380,1297,954,15661,2008,743249
1/24/2016,2016,4,2.25112,2.19256,5088,3615,NA,6882,1551,1007,18143,2026,827482
1/31/2016,2016,5,2.37116,2.30014,5135,3759,NA,7353,1625,1072,18944,2007,823602
2/7/2016,2016,6,2.80035,2.67574,5645,4600,NA,8434,1916,1179,21774,2000,813755
2/14/2016,2016,7,3.16475,3.02427,5997,5642,NA,9325,2347,1370,24681,1993,816098
2/21/2016,2016,8,3.15183,3.11328,6299,6001,NA,10127,2606,1390,26423,1956,848718
2/28/2016,2016,9,3.3321,3.32788,6619,6395,NA,11415,2599,1440,28468,1952,855439
3/6/2016,2016,10,3.56024,3.5918,6660,7358,NA,11856,2977,1630,30481,1922,848628
3/13/2016,2016,11,3.05479,3.09262,5574,6026,NA,9334,2489,1471,24894,1898,804948
3/20/2016,2016,12,2.76732,2.78803,5187,4982,NA,8489,2000,1282,21940,1900,786936
3/27/2016,2016,13,2.44161,2.52371,4581,4476,NA,7392,1953,1201,19603,1832,776752
4/3/2016,2016,14,2.03348,2.12928,3707,3869,NA,6403,1660,1130,16769,1813,787543
4/10/2016,2016,15,1.98593,2.05142,3572,3530,NA,6595,1533,1031,16261,1805,792672
4/17/2016,2016,16,1.91514,1.98957,3515,3247,NA,6357,1373,945,15437,1774,775895
4/24/2016,2016,17,1.69968,1.7858,3157,2986,NA,5557,1235,901,13836,1759,774777
5/1/2016,2016,18,1.57635,1.60144,2772,2586,NA,4729,1037,746,11870,1742,741210
5/8/2016,2016,19,1.3935,1.4743,2871,2276,NA,4046,849,665,10707,1690,726244
5/15/2016,2016,20,1.29941,1.42286,2688,1998,NA,3630,839,643,9798,1626,688612
5/22/2016,2016,21,1.18379,1.38196,2612,1714,NA,3126,717,618,8787,1439,635835
5/29/2016,2016,22,1.13723,1.33712,2545,1637,NA,2620,663,532,7997,1482,598077
6/5/2016,2016,23,1.04118,1.13894,2293,1460,NA,2313,617,518,7201,1446,632252
6/12/2016,2016,24,0.971814,1.09641,2189,1354,NA,2171,588,466,6768,1440,617287
6/19/2016,2016,25,0.863306,0.999559,2062,1178,NA,1905,493,386,6024,1402,602666
6/26/2016,2016,26,0.833797,0.99095,1873,1146,NA,1810,473,384,5686,1382,573793
7/3/2016,2016,27,0.784516,0.931253,1646,985,NA,1641,463,383,5118,1379,549582
7/10/2016,2016,28,0.734327,0.843118,1610,1064,NA,1599,422,383,5078,1392,602288
7/17/2016,2016,29,0.698845,0.840286,1670,994,NA,1621,384,375,5044,1388,600272
7/24/2016,2016,30,0.723099,0.830065,1580,1036,NA,1624,362,323,4925,1393,593327
7/31/2016,2016,31,0.663501,0.790428,1455,971,NA,1496,359,315,4596,1360,581457
8/7/2016,2016,32,0.69276,0.830826,1512,1016,NA,1639,382,319,4868,1329,585923
