date,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients
8/14/2016,2016,33,0.710029,0.856796,1644,1028,NA,1914,373,306,5265,1345,614499
8/21/2016,2016,34,0.834232,1.00746,1848,1234,NA,2364,465,349,6260,1356,621362
8/28/2016,2016,35,0.992621,1.05868,1815,1242,NA,2651,455,341,6504,1354,614349
9/4/2016,2016,36,1.01605,1.10028,1883,1284,NA,2604,471,381,6623,1347,601938
9/11/2016,2016,37,1.07169,1.1457,2026,1509,NA,3073,579,452,7639,1365,666755
9/18/2016,2016,38,1.10163,1.2189,2341,1539,NA,3298,613,438,8229,1363,675119
9/25/2016,2016,39,1.18841,1.31113,2413,1645,NA,3334,630,483,8505,1389,648678
10/2/2016,2016,40,1.2019,1.27386,3110,2114,NA,4169,828,643,10864,1946,852842
10/9/2016,2016,41,1.23108,1.29342,3207,2155,NA,4078,879,678,10997,1973,850228
10/16/2016,2016,42,1.26796,1.33097,3564,2234,NA,4452,981,695,11926,1983,896035
10/23/2016,2016,43,1.36298,1.42662,3786,2406,NA,4769,987,700,12648,2006,886570
10/30/2016,2016,44,1.48535,1.57071,4314,2444,NA,5287,1030,715,13790,1999,877947
11/6/2016,2016,45,1.55954,1.65146,4703,2549,NA,5193,1055,758,14258,1990,863356
11/13/2016,2016,46,1.64783,1.73309,4979,2659,NA,5610,1083,829,15160,2000,874739
11/20/2016,2016,47,1.91275,2.03388,5032,2634,NA,4567,1108,867,14208,2011,698566
11/27/2016,2016,48,1.81725,1.88331,5209,3326,NA,5655,1359,1056,16605,2001,881694
12/4/2016,2016,49,1.91433,2.00292,5501,3188,NA,5812,1413,1047,16961,2013,846813
12/11/2016,2016,50,2.21003,2.27731,5744,3491,NA,6724,1485,1019,18463,2000,810736
12/18/2016,2016,51,2.73568,2.91465,6653,4099,NA,7469,1923,1421,21565,1977,739882
12/25/2016,2016,52,3.36832,3.54919,7712,5247,NA,7144,2652,2145,24900,1928,701569
1/1/2017,2017,1,3.09689,3.08102,6716,5673,NA,6786,2773,2230,24178,2024,784740
1/8/2017,2017,2,3.07346,3.01875,6020,5313,NA,8843,2639,2082,24897,1997,824746
1/15/2017,2017,3,3.51643,3.40446,6399,5588,NA,12147,2717,1930,28781,2029,845391
1/22/2017,2017,4,3.8027,3.52869,6958,5788,NA,14073,2623,1823,31265,2021,886023
1/29/2017,2017,5,4.50313,4.10665,7452,6522,NA,17482,2968,2093,36517,2024,889216
2/5/2017,2017,6,5.06308,4.7551,8110,8235,NA,20150,3749,2646,42890,2027,901978
2/12/2017,2017,7,4.86009,4.65163,7726,8328,NA,18692,3652,2637,41035,1967,882163
2/19/2017,2017,8,4.57916,4.57049,7649,8560,NA,17300,3807,2808,40124,1987,877892
2/26/2017,2017,9,3.55674,3.45522,6129,6496,NA,12394,2983,2181,30183,1995,873547
3/5/2017,2017,10,3.50417,3.29505,5854,5970,NA,11552,2766,1918,28060,1971,851580
3/12/2017,2017,11,3.21511,3.16426,5503,5535,NA,10084,2582,1780,25484,1958,805370
3/19/2017,2017,12,3.10088,3.14433,5514,5858,NA,11503,2641,1838,27354,1940,869946
3/26/2017,2017,13,2.79056,2.87936,5145,5070,NA,10149,2354,1624,24342,1899,845397
4/2/2017,2017,14,2.38547,2.36977,4488,3918,NA,8178,1760,1333,19677,1906,830332
4/9/2017,2017,15,1.9703,1.93853,3909,3151,NA,5847,1470,1171,15548,1861,802052
4/16/2017,2017,16,1.73442,1.64064,3306,2766,NA,4683,1258,993,13006,1845,792740
4/23/2017,2017,17,1.56303,1.4752,2997,2391,NA,4497,1111,928,11924,1846,808298
4/30/2017,2017,18,1.4128,1.37755,2890,2039,NA,4105,1011,717,10762,1795,781240
5/7/2017,2017,19,1.27492,1.33771,2751,2037,NA,3831,862,721,10202,1767,762648
5/14/2017,2017,20,1.2834,1.34686,2685,2011,NA,3518,886,709,9809,1746,728288
5/21/2017,2017,21,1.16663,1.26579,2341,1745,NA,3060,771,647,8564,1614,676574
5/28/2017,2017,22,1.10977,1.25701,2311,1577,NA,2575,710,583,7756,1569,617021
6/4/2017,2017,23,1.04333,1.16048,2412,1459,NA,2377,671,591,7510,1493,647145
6/11/2017,2017,24,0.905151,1.04834,2049,1346,NA,2099,595,547,6636,1470,633003
6/18/2017,2017,25,0.902718,0.992711,1930,1282,NA,1971,559,498,6240,1469,628582
6/25/2017,2017,26,0.859531,0.961603,1771,1121,NA,1748,489,467,5596,1422,581945
7/2/2017,2017,27,0.818998,0.955818,1728,1111,NA,1564,505,418,5326,1456,557219
7/9/2017,2017,28,0.752505,0.827597,1545,1004,NA,1578,462,372,4961,1405,599446
7/16/2017,2017,29,0.731146,0.811886,1549,908,NA,1421,450,419,4747,1384,584688
7/23/2017,2017,30,0.733295,0.818527,1576,953,NA,1515,459,376,4879,1377,596071
7/30/2017,2017,31,0.73102,0.829758,1529,1037,NA,1485,415,433,4899,1390,590413
8/6/2017,2017,32,0.68834,0.828503,1559,1044,NA,1481,441,390,4915,1386,593239
8/13/2017,2017,33,0.732049,0.885896,1603,1097,NA,1691,427,412,5230,1350,590363
8/20/2017,2017,34,0.911188,1.05351,1964,1256,NA,2549,473,411,6653,1379,631507
8/27/2017,2017,35,1.02105,1.11768,2076,1302,NA,2726,526,503,7133,1370,638196
9/3/2017,2017,36,1.09495,1.14028,2073,1369,NA,2488,587,555,7072,1384,620201
9/10/2017,2017,37,1.09475,1.13326,2372,1656,NA,2942,706,628,8304,1485,732755
9/17/2017,2017,38,1.09775,1.17589,2544,1625,NA,3075,664,655,8563,1484,728214
9/24/2017,2017,39,1.18882,1.23848,2840,1652,NA,3201,746,640,9079,1468,733077
10/1/2017,2017,40,1.26682,1.28278,3844,2486,NA,4553,1072,875,12830,2205,1000168
10/8/2017,2017,41,1.30662,1.33419,4120,2676,NA,4453,1073,947,13269,2233,994535
10/15/2017,2017,42,1.34866,1.41293,4409,2804,NA,4993,1139,974,14319,2254,1013427
10/22/2017,2017,43,1.51871,1.57884,5003,2921,NA,5529,1324,1049,15826,2251,1002381
10/29/2017,2017,44,1.74793,1.70723,5219,3289,NA,6133,1365,1062,17068,2213,999750
11/5/2017,2017,45,1.87047,1.86372,6108,3609,NA,6625,1523,1129,18994,2278,1019146
11/12/2017,2017,46,2.06674,2.09726,6805,4200,NA,7478,1778,1354,21615,2281,1030631
11/19/2017,2017,47,2.28188,2.34372,6945,3844,NA,5876,1707,1445,19817,2264,845535
11/26/2017,2017,48,2.28528,2.24895,7008,5235,NA,7476,2206,1830,23755,2274,1056270
12/3/2017,2017,49,2.5848,2.49852,7230,5050,NA,8491,2338,1870,24979,2263,999753
12/10/2017,2017,50,3.36711,3.20443,8297,6671,NA,11277,2955,2333,31533,2255,984043
12/17/2017,2017,51,4.71836,4.4305,10464,9836,NA,14164,4578,3622,42664,2204,962961
12/24/2017,2017,52,5.72036,5.46448,11301,11373,NA,11509,5723,5080,44986,2122,823244
12/31/2017,2018,1,5.77543,5.37416,9426,13370,NA,11748,6868,5870,47282,2235,879802
1/7/2018,2018,2,5.9083,5.54335,10082,15400,NA,17403,7791,6246,56922,2251,1026852
1/14/2018,2018,3,6.49095,6.34203,12004,15973,NA,21873,7536,5551,62937,2277,992379
1/21/2018,2018,4,7.17799,7.04897,13432,18349,NA,30671,8925,6091,77468,2279,1098998
1/28/2018,2018,5,7.52851,7.79783,14854,19095,NA,37252,8929,5965,86095,2265,1104089
2/4/2018,2018,6,7.38424,7.78892,15192,19505,NA,38457,8621,5871,87646,2290,1125265
2/11/2018,2018,7,6.46068,6.83583,13340,17163,NA,31984,8070,5430,75987,2215,1111598
2/18/2018,2018,8,4.95341,5.17354,10142,12428,NA,20394,5808,4189,52961,2259,1023689
2/25/2018,2018,9,3.67274,3.55184,7190,8445,NA,13370,4081,2846,35932,2194,1011645
3/4/2018,2018,10,3.2037,3.01348,6357,6483,NA,10841,3139,2289,29109,2203,965961
3/11/2018,2018,11,2.78869,2.73862,5590,5925,NA,9479,2813,2121,25928,2188,946753
3/18/2018,2018,12,2.50234,2.48438,5212,5406,NA,8635,2563,1969,23785,2168,957380
3/25/2018,2018,13,2.41065,2.36593,4722,4720,NA,7216,2295,1743,20696,2131,874750
4/1/2018,2018,14,2.07542,2.03306,4550,4452,NA,6211,2158,1696,19067,2117,937849
4/8/2018,2018,15,1.78234,1.8062,4148,3749,NA,5508,1818,1449,16672,2076,923041
4/15/2018,2018,16,1.61608,1.58958,3859,3216,NA,5269,1432,1116,14892,2103,936850
4/22/2018,2018,17,1.53992,1.54077,3725,3030,NA,5343,1373,1101,14572,2079,945759
4/29/2018,2018,18,1.53115,1.45326,3656,2600,NA,4810,1215,992,13273,2005,913326
5/6/2018,2018,19,1.29599,1.28242,3443,2205,NA,4132,935,902,11617,1922,905868
5/13/2018,2018,20,1.18904,1.2243,3359,2238,NA,3766,905,799,11067,1966,903948
5/20/2018,2018,21,1.24941,1.23385,3384,2082,NA,3429,885,866,10646,1883,862825
5/27/2018,2018,22,1.14134,1.22391,3222,1824,NA,2982,846,734,9608,1789,785022
6/3/2018,2018,23,0.988567,1.04866,2845,1836,NA,2551,802,654,8688,1783,828488
6/10/2018,2018,24,0.895433,0.979381,2375,1596,NA,2242,699,658,7570,1738,772937
6/17/2018,2018,25,0.892227,0.94819,2313,1554,NA,2161,730,616,7374,1759,777692
6/24/2018,2018,26,0.877636,0.867741,2201,1530,NA,1906,669,626,6932,1720,798856
7/1/2018,2018,27,0.77502,0.822957,2000,1299,NA,1862,539,549,6249,1764,759335
7/8/2018,2018,28,0.725956,0.772384,1945,1443,NA,1900,627,587,6502,1769,841809
7/15/2018,2018,29,0.68266,0.707466,1741,1290,NA,1720,566,469,5786,1732,817849
7/22/2018,2018,30,0.640527,0.686508,1665,1202,NA,1643,523,463,5496,1728,800573
7/29/2018,2018,31,0.64106,0.68859,1620,1246,NA,1772,525,454,5617,1708,815725
8/5/2018,2018,32,0.706465,0.736093,1727,1334,NA,1786,541,476,5864,1670,796639
8/12/2018,2018,33,0.708668,0.806323,1989,1387,NA,2172,516,478,6542,1705,811337
8/19/2018,2018,34,0.825743,0.954211,2237,1488,NA,2467,602,515,7309,1601,765973
8/26/2018,2018,35,0.864409,0.962249,2447,1637,NA,2836,655,542,8117,1661,843545
9/2/2018,2018,36,1.10114,1.14153,2817,1985,NA,3346,767,621,9536,1693,835370
9/9/2018,2018,37,1.15244,1.14726,2774,2112,NA,3659,829,689,10063,1689,877135
9/16/2018,2018,38,1.20257,1.31197,3242,2347,NA,3950,922,729,11190,1666,852916
9/23/2018,2018,39,1.25033,1.37701,3471,2464,NA,4185,925,669,11714,1694,850685
9/30/2018,2018,40,1.41846,1.42429,4857,3839,NA,6300,1553,1290,17839,2565,1252483
10/7/2018,2018,41,1.40418,1.48151,5307,4026,NA,6250,1657,1321,18561,2609,1252846
10/14/2018,2018,42,1.47401,1.59449,5582,4399,NA,6799,1752,1398,19930,2586,1249933
10/21/2018,2018,43,1.64257,1.72683,6242,4617,NA,7478,1835,1444,21616,2646,1251776
10/28/2018,2018,44,1.79275,1.84522,6864,4730,NA,8285,1825,1450,23154,2633,1254812
11/4/2018,2018,45,1.87043,1.93069,7504,4831,NA,8448,1840,1450,24073,2645,1246860
11/11/2018,2018,46,1.98387,2.09114,7805,5017,NA,8050,1995,1480,24347,2631,1164292
11/18/2018,2018,47,2.24169,2.41082,8598,5011,NA,7193,2111,1699,24612,2586,1020898
11/25/2018,2018,48,2.14883,2.25019,8885,6576,NA,8787,2756,2076,29080,2640,1292335
12/2/2018,2018,49,2.25531,2.30458,8803,5969,NA,9269,2454,1861,28356,2633,1230419
12/9/2018,2018,50,2.64571,2.73758,10150,6819,NA,11373,2776,1980,33098,2622,1209022
12/16/2018,2018,51,3.14075,3.24643,11507,8119,NA,12811,3320,2479,38236,2571,1177786
12/23/2018,2018,52,3.97127,4.19267,13586,10315,NA,12026,4454,3523,43904,2545,1047161
12/30/2018,2019,1,3.46125,3.63499,11675,11402,NA,9557,5200,4260,42094,2609,1158023
1/6/2019,2019,2,3.07707,3.14077,9344,10401,NA,10744,4820,3443,38752,2629,1233836
1/13/2019,2019,3,3.32915,3.36551,9668,10024,NA,14248,4226,2943,41109,2633,1221478
1/20/2019,2019,4,3.81999,3.89305,10728,11164,NA,16925,4443,2853,46113,2614,1184495
1/27/2019,2019,5,4.3419,4.5253,11606,13032,NA,22188,5110,3251,55187,2639,1219521
2/3/2019,2019,6,4.88288,5.21525,13828,15708,NA,29688,6134,4084,69442,2644,1331519
2/10/2019,2019,7,5.04211,5.43173,14224,15928,NA,29223,6329,4274,69978,2628,1288318
2/17/2019,2019,8,4.88596,5.2776,13612,15684,NA,26456,6115,4478,66345,2623,1257106
2/24/2019,2019,9,4.5499,4.59585,11622,13833,NA,23450,5699,4131,58735,2634,1278001
3/3/2019,2019,10,4.38001,4.40341,11146,13058,NA,21736,5356,4052,55348,2614,1256934
3/10/2019,2019,11,4.2288,4.13279,10975,12570,NA,20065,5347,4176,53133,2622,1285646
3/17/2019,2019,12,3.68449,3.56166,9559,10484,NA,16537,4431,3775,44786,2596,1257449
3/24/2019,2019,13,3.08744,3.05634,8621,8631,NA,13608,3801,3183,37844,2587,1238213
3/31/2019,2019,14,2.69971,2.68251,7591,7486,NA,11757,3271,2800,32905,2597,1226648
4/7/2019,2019,15,2.28549,2.26747,6739,6198,NA,9988,2561,2317,27803,2542,1226170
4/14/2019,2019,16,2.01443,1.96931,6319,4930,NA,7894,2105,1874,23122,2517,1174114
4/21/2019,2019,17,1.7141,1.72372,5689,4545,NA,6617,1997,1735,20583,2490,1194101
4/28/2019,2019,18,1.56927,1.57693,5362,4080,NA,6203,1666,1537,18848,2459,1195232
5/5/2019,2019,19,1.49991,1.46086,4785,3572,NA,5903,1479,1357,17096,2415,1170273
5/12/2019,2019,20,1.50211,1.50759,4614,3458,NA,5488,1433,1356,16349,2302,1084443
5/19/2019,2019,21,1.42357,1.40452,4597,3211,NA,5227,1345,1367,15747,2205,1121166
5/26/2019,2019,22,1.39457,1.40617,4437,3094,NA,4659,1279,1301,14770,2179,1050372
6/2/2019,2019,23,1.21776,1.23921,3930,2948,NA,4110,1240,1205,13433,2235,1083994
6/9/2019,2019,24,1.11351,1.10622,3350,2606,NA,3607,1007,1048,11618,2139,1050239
6/16/2019,2019,25,0.992293,1.01351,3046,2424,NA,3282,998,928,10678,2141,1053569
6/23/2019,2019,26,0.947072,0.959926,2940,2175,NA,3106,906,859,9986,2063,1040288
6/30/2019,2019,27,0.876088,0.873735,2433,1884,NA,2676,788,768,8549,2111,978443
7/7/2019,2019,28,0.809956,0.795831,2344,1882,NA,2660,799,737,8422,2090,1058265
7/14/2019,2019,29,0.755431,0.768849,2219,1861,NA,2570,757,704,8111,2132,1054954
7/21/2019,2019,30,0.73346,0.748185,2128,1800,NA,2451,761,615,7755,2117,1036508
7/28/2019,2019,31,0.72729,0.758451,2348,1829,NA,2436,658,603,7874,2128,1038168
8/4/2019,2019,32,0.754637,0.77011,2089,2041,NA,2384,766,758,8038,2146,1043747
8/11/2019,2019,33,0.730938,0.834825,2630,2047,NA,2828,788,694,8987,2178,1076513
8/18/2019,2019,34,0.840615,0.942052,2907,2210,NA,3501,762,716,10096,2147,1071703
8/25/2019,2019,35,0.989217,1.07895,3394,2539,NA,4220,894,770,11817,2169,1095230
9/1/2019,2019,36,1.14059,1.20634,3801,2924,NA,4535,1030,868,13158,2189,1090741
9/8/2019,2019,37,1.23272,1.2757,3905,3296,NA,5499,1172,959,14831,2221,1162580
9/15/2019,2019,38,1.24529,1.39156,4463,3567,NA,5673,1249,1025,15977,2198,1148137
9/22/2019,2019,39,1.33771,1.49698,4970,3875,NA,6104,1365,1100,17414,2180,1163278
9/29/2019,2019,40,1.49064,1.50415,6218,4827,NA,7658,1764,1448,21915,2896,1456967
10/6/2019,2019,41,1.59269,1.59823,6550,5147,NA,7638,2015,1603,22953,2924,1436150
10/13/2019,2019,42,1.72517,1.73838,7273,5548,NA,8277,2110,1649,24857,2950,1429897
10/20/2019,2019,43,1.83428,1.8605,7892,6080,NA,9349,2305,1793,27419,2980,1473740
10/27/2019,2019,44,2.04049,2.01425,8658,6143,NA,10068,2279,1762,28910,2989,1435277
11/3/2019,2019,45,2.39351,2.36364,10557,7182,NA,12551,2453,1843,34586,3007,1463253
11/10/2019,2019,46,2.63245,2.64431,11446,7904,NA,13671,2739,1968,37728,2976,1426760
11/17/2019,2019,47,2.91944,2.97548,12714,9138,NA,17049,3099,2148,44148,2971,1483729
11/24/2019,2019,48,3.41066,3.44787,14389,9159,NA,14717,3186,2366,43817,2971,1270842
12/1/2019,2019,49,3.2622,3.31577,13839,11943,NA,16389,3929,2777,48877,2977,1474075
12/8/2019,2019,50,3.94308,3.86928,14728,12822,NA,21877,4114,2903,56444,2947,1458774
12/15/2019,2019,51,5.06529,5.02757,17999,16225,NA,29177,4834,3349,71584,2913,1423829
12/22/2019,2019,52,7.06161,7.15315,24097,24617,NA,34004,7638,5401,95757,2905,1338669
12/29/2019,2020,1,5.91974,6.22926,21564,27650,NA,23383,9208,6876,88681,2957,1423620
1/5/2020,2020,2,4.94176,5.06974,15547,23631,NA,22747,8196,5464,75585,2987,1490905
1/12/2020,2020,3,5.33174,5.35782,16587,21395,NA,29657,7379,4728,79746,2983,1488404
1/19/2020,2020,4,6.08106,6.0261,18558,23657,NA,35216,7971,4670,90072,2984,1494697
1/26/2020,2020,5,6.74724,6.87271,20299,28889,NA,44117,9527,5475,108307,2984,1575900
2/2/2020,2020,6,6.7998,7.08261,20270,29790,NA,45491,10036,5702,111289,2994,1571300
2/9/2020,2020,7,6.11292,6.22068,17393,26428,NA,36909,9231,5457,95418,2958,1533883
2/16/2020,2020,8,5.55671,5.62148,15233,22908,NA,28328,8221,5142,79832,2909,1420123
2/23/2020,2020,9,5.12279,5.10226,13817,22125,NA,25487,8273,5107,74809,2934,1466192
3/1/2020,2020,10,5.26652,5.28928,13888,23906,NA,26396,8891,5698,78779,2901,1489410
3/8/2020,2020,11,5.67081,6.29229,14149,29657,NA,27752,11327,6686,89571,2836,1423503
3/15/2020,2020,12,6.38029,7.35285,10790,30818,NA,17512,12478,6986,78584,2798,1068755
3/22/2020,2020,13,4.91692,6.22687,5129,22408,NA,8322,10825,6458,53142,2727,853431
3/29/2020,2020,14,3.78625,4.82995,2359,14964,NA,4852,8696,5380,36251,2684,750546
4/5/2020,2020,15,2.80122,3.47366,1496,9995,NA,3426,6043,4014,24974,2686,718953
4/12/2020,2020,16,2.12879,2.57382,1068,7423,NA,2666,4182,2926,18265,2666,709645
4/19/2020,2020,17,1.73315,2.02032,926,6339,NA,2317,3289,2293,15164,2652,750576
4/26/2020,2020,18,1.40932,1.62094,864,5291,NA,2098,2668,1896,12817,2624,790715
5/3/2020,2020,19,1.18336,1.35262,729,4585,NA,1889,2241,1622,11066,2611,818113
5/10/2020,2020,20,1.11451,1.23819,788,4112,NA,1960,2171,1449,10480,2601,846400
5/17/2020,2020,21,1.00534,1.07598,1224,4375,NA,2402,2148,1586,11735,2971,1090638
5/24/2020,2020,22,0.88827,0.885843,805,3572,NA,1898,1878,1461,9614,2950,1085294
5/31/2020,2020,23,0.814062,0.819928,802,3440,NA,1969,1705,1409,9325,2931,1137295
6/7/2020,2020,24,0.836751,0.814575,881,3454,NA,2141,1726,1378,9580,2902,1176074
6/14/2020,2020,25,0.928456,0.950979,1006,4709,NA,2679,2001,1471,11866,2935,1247767
6/21/2020,2020,26,1.14217,1.20306,1216,6241,NA,3491,2649,1902,15499,2896,1288294
6/28/2020,2020,27,1.27401,1.38424,1395,7032,NA,3970,3223,2223,17843,2897,1289006
7/5/2020,2020,28,1.34951,1.47311,1545,8010,NA,4094,3765,2632,20046,2918,1360798
7/12/2020,2020,29,1.34471,1.43761,1658,7526,NA,4075,3565,2436,19260,2894,1339726
7/19/2020,2020,30,1.22153,1.21898,1634,6105,NA,3560,3089,2145,16533,2953,1356301
7/26/2020,2020,31,1.15258,1.15067,1609,5709,NA,3497,2595,2114,15524,2992,1349125
8/2/2020,2020,32,1.0626,1.05662,1570,4977,NA,3271,2361,1938,14117,2956,1336052
8/9/2020,2020,33,0.979884,0.981699,1592,4502,NA,3167,2174,1758,13193,2978,1343895
8/16/2020,2020,34,0.969202,0.961833,1804,4305,NA,3283,1894,1666,12952,2930,1346595
8/23/2020,2020,35,1.00022,0.970543,1866,4032,NA,3951,1821,1489,13159,2967,1355839
8/30/2020,2020,36,0.920817,0.919002,1759,3773,NA,3609,1696,1479,12316,2921,1340149
9/6/2020,2020,37,1.0355,0.978032,1999,3975,NA,3822,1793,1446,13035,2915,1332779
9/13/2020,2020,38,0.974333,0.955677,2070,4070,NA,3628,1794,1487,13049,2943,1365420
9/20/2020,2020,39,1.06462,1.03845,2286,4412,NA,4366,1944,1578,14586,2941,1404590
9/27/2020,2020,40,1.09211,1.08024,2454,5091,NA,4715,2362,1844,16466,3246,1524289
10/4/2020,2020,41,1.21201,1.19451,2558,6023,NA,5239,3004,2320,19144,3318,1602667
10/11/2020,2020,42,1.11151,1.09796,2313,5661,NA,4613,2547,2101,17235,3301,1569727
10/18/2020,2020,43,1.18662,1.15393,2454,5850,NA,4834,2821,2174,18133,3330,1571417
10/25/2020,2020,44,1.25262,1.18924,2512,6082,NA,4916,2752,2292,18554,3421,1560158
11/1/2020,2020,45,1.44427,1.33759,2726,7084,NA,5825,3282,2453,21370,3425,1597645
11/8/2020,2020,46,1.48969,1.37845,2776,7677,NA,5544,3728,2873,22598,3391,1639379
11/15/2020,2020,47,1.56064,1.43236,2692,7824,NA,5342,3956,2895,22709,3334,1585429
11/22/2020,2020,48,1.61944,1.49959,2484,7091,NA,4584,3962,3192,21313,3333,1421255
11/29/2020,2020,49,1.57347,1.44967,2597,7682,NA,4861,3976,3135,22251,3339,1534905
12/6/2020,2020,50,1.51939,1.42617,2504,7519,NA,4692,4067,3321,22103,3358,1549810
12/13/2020,2020,51,1.50599,1.39797,2482,7124,NA,4282,3841,3145,20874,3299,1493163
12/20/2020,2020,52,1.55485,1.45725,2323,6627,NA,3564,3918,3404,19836,3301,1361197
12/27/2020,2020,53,1.58903,1.53781,2583,7723,NA,3933,4516,3668,22423,3280,1458113
1/3/2021,2021,1,1.47519,1.4348,2414,7976,NA,4549,4359,3413,22711,3316,1582870
1/10/2021,2021,2,1.28752,1.2606,2297,6396,NA,3975,3520,2830,19018,3278,1508647
1/17/2021,2021,3,1.25172,1.21098,2566,5876,NA,4056,3310,2542,18350,3315,1515305
1/24/2021,2021,4,1.10177,1.12283,2558,5345,NA,3953,2803,2237,16896,3324,1504764
1/31/2021,2021,5,1.16565,1.08237,2636,4995,NA,4015,2525,1927,16098,3295,1487296
2/7/2021,2021,6,1.00609,0.975086,2552,4096,NA,3730,2129,1572,14079,3246,1443873
2/14/2021,2021,7,0.986101,0.907555,2318,3708,NA,3144,1918,1503,12591,3256,1387354
2/21/2021,2021,8,0.864388,0.860857,2543,3839,NA,3541,1900,1521,13344,3276,1550083
2/28/2021,2021,9,0.828056,0.842356,2771,3532,NA,3540,1810,1347,13000,3278,1543291
3/7/2021,2021,10,0.882103,0.902897,3218,3781,NA,3806,1901,1371,14077,3284,1559093
3/14/2021,2021,11,0.908033,0.939382,3514,3936,NA,3856,1909,1359,14574,3227,1551445
3/21/2021,2021,12,0.947577,0.96011,3817,4214,NA,3915,2054,1354,15354,3201,1599192
3/28/2021,2021,13,0.975225,0.998141,4116,4394,NA,4089,2129,1265,15993,3257,1602279
4/4/2021,2021,14,1.06101,1.07796,4731,5048,NA,4685,2281,1355,18100,3277,1679101
4/11/2021,2021,15,1.08091,1.1089,5227,5290,NA,4907,2358,1383,19165,3282,1728295
4/18/2021,2021,16,1.10326,1.1502,5763,4858,NA,5093,2140,1451,19305,3248,1678407
4/25/2021,2021,17,1.13361,1.1834,6326,4810,NA,5503,2042,1418,20099,3256,1698411
5/2/2021,2021,18,1.14992,1.20915,6822,4617,NA,5401,1802,1288,19930,3227,1648268
5/9/2021,2021,19,1.19092,1.25462,7365,4362,NA,5491,1841,1308,20367,3214,1623366
5/16/2021,2021,20,1.24677,1.26333,8352,4421,NA,5414,1742,1333,21262,3193,1683010
5/23/2021,2021,21,1.14504,1.19095,7953,3990,NA,4967,1590,1175,19675,3141,1652047
5/30/2021,2021,22,1.18454,1.25187,8502,3975,NA,4854,1572,1240,20143,3140,1609033
6/6/2021,2021,23,1.12943,1.14521,8096,3692,NA,4645,1527,1222,19182,3110,1674977
6/13/2021,2021,24,1.18866,1.18174,8503,3785,NA,4594,1508,1189,19579,3068,1656791
6/20/2021,2021,25,1.21202,1.21001,8514,3814,NA,4609,1652,1301,19890,3057,1643793
6/27/2021,2021,26,1.21342,1.21283,8369,4003,NA,4757,1672,1291,20092,3055,1656615
7/4/2021,2021,27,1.26676,1.32905,8719,4859,NA,5309,1976,1508,22371,3055,1683237
7/11/2021,2021,28,1.38728,1.44269,9193,6029,NA,5930,2399,1710,25261,3067,1750965
7/18/2021,2021,29,1.6475,1.70926,10371,7958,NA,7170,2897,2149,30545,3067,1787028
7/25/2021,2021,30,1.80199,1.91065,11132,9249,NA,8572,3614,2628,35195,3050,1842048
8/1/2021,2021,31,1.94952,2.05206,11102,10544,NA,8900,4327,2883,37756,3050,1839909
8/8/2021,2021,32,2.03548,2.15548,11264,11226,NA,10105,4555,2917,40067,3042,1858843
8/15/2021,2021,33,2.1918,2.30581,11801,11013,NA,12275,4739,2893,42721,3029,1852756
8/22/2021,2021,34,2.23897,2.30752,11982,10382,NA,13529,4339,2826,43058,3028,1865986
8/29/2021,2021,35,2.26643,2.25253,11745,9557,NA,13053,3886,2623,40864,3027,1814136
9/5/2021,2021,36,2.21298,2.21275,11705,9088,NA,12250,3733,2645,39421,3021,1781535
9/12/2021,2021,37,2.045,2.00464,11248,7774,NA,11578,3289,2304,36193,3059,1805463
9/19/2021,2021,38,1.90124,1.93759,10916,6853,NA,11380,2765,2062,33976,3037,1753523
9/26/2021,2021,39,1.8442,1.84367,10133,5627,NA,10040,2315,1834,29949,2877,1624427
10/3/2021,2021,40,2.04291,1.96951,13140,7466,NA,13154,3201,2574,39535,3501,2007349
10/10/2021,2021,41,1.94883,1.90695,13072,7120,NA,11985,2975,2486,37638,3510,1973726
10/17/2021,2021,42,1.92689,1.86187,12500,6458,NA,11458,2943,2355,35714,3474,1918176
10/24/2021,2021,43,1.9797,1.89376,12859,6677,NA,11888,2853,2362,36639,3509,1934723
10/31/2021,2021,44,2.13555,2.08777,13304,6968,NA,14454,2930,2374,40030,3515,1917361
11/7/2021,2021,45,2.26828,2.22941,14565,7836,NA,15840,3192,2730,44163,3530,1980931
11/14/2021,2021,46,2.41203,2.35687,14740,8523,NA,17358,3639,2816,47076,3526,1997393
11/21/2021,2021,47,2.51906,2.45867,14918,8183,NA,13401,3719,3103,43324,3519,1762089
11/28/2021,2021,48,2.55518,2.56351,15167,11304,NA,17353,4893,4012,52729,3545,2056903
12/5/2021,2021,49,2.73156,2.71846,14971,11373,NA,19971,4863,3891,55069,3544,2025745
12/12/2021,2021,50,3.14637,3.09823,16287,13615,NA,23450,5232,3961,62545,3518,2018736
12/19/2021,2021,51,4.00697,4.07867,18515,22557,NA,25073,7773,5307,79225,3496,1942424
12/26/2021,2021,52,4.90255,5.06901,24109,38300,NA,28952,13512,8989,113862,3455,2246237
1/2/2022,2022,1,4.32609,4.28066,17044,31478,NA,24738,12063,7939,93262,3487,2178681
1/9/2022,2022,2,3.53446,3.41579,12223,21830,NA,20214,8735,6181,69183,3499,2025389
