"date","year","week","AK","AL","AR","AZ","CA","CO","CT","DE","DC","FL","GA","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VT","VA","WA","WV","WI","WY","PR","US"
2010-10-09,2010,40,0.875146,2.13477,0.696056,0.674721,1.95412,0.660684,0.0783085,0.100125,2.80877,NA,1.6049,1.02934,0.414938,1.28205,0.518962,0.563063,0.442227,0.142932,2.28108,0.357724,1.3192,0.604621,0.671831,0.5748,2.9098,1.10176,0.0371195,2.19978,1.66683,0.0759301,2.31534,2.13191,0.26299,0.53143,0.671355,0.228257,0.624179,0.551334,0.703292,0.235036,0.446127,1.10275,0.274655,2.06514,0.747696,1.47641,1.14343,0.510041,1.59741,0.465022,0.632911,NA,1.13505
2010-10-16,2010,41,1.12827,2.05999,0.674157,0.749939,2.15266,0.628621,0.238095,0.36855,2.89079,NA,1.71307,1.75246,1.45798,1.45089,0.653137,0.860956,0.57749,0.223975,2.04776,0.434855,2.09879,0.887866,0.585011,0.541293,2.97075,0.930521,0.180963,2.73532,1.63633,0.0924642,2.47836,1.9635,0.369729,0.53653,0.721961,0.361628,0.958678,0.624076,0.910726,0.201545,0.765523,0.793794,0.499492,2.09394,0.410939,1.35777,1.23653,1.04007,1.58968,0.581832,0.440621,NA,1.25256
2010-10-23,2010,42,0.586042,1.94224,0.514217,0.953365,2.24173,0.80402,0.374158,0.337025,2.41042,NA,2.01249,0.755124,1.40814,1.56607,0.584346,0.407,0.47975,0.156152,2.42974,0.421743,1.45439,0.744806,0.524238,0.521162,2.98141,0.98989,0.185874,3.31103,1.5086,0.29361,2.24812,1.67486,0.362121,0.457107,0.567477,0.52356,2.07039,0.484848,0.881081,0.362845,0.38943,0.791023,0.49955,2.10072,0.440583,1.48221,1.22545,0.904393,1.52672,1.18822,0.441798,NA,1.2457
2010-10-30,2010,43,0.967742,2.2765,0.41365,0.888804,1.91748,0.909658,0.333542,0.460494,3.11632,NA,2.38747,1.57434,1.28007,1.45762,0.581084,0.183225,0.538071,0.150108,1.92854,0.338409,1.26769,0.783721,0.921435,0.637716,3.14804,0.959713,0.0363901,2.05761,2.14451,0.178795,2.79286,2.35498,0.358981,0.511163,0.339239,0.329518,1.67073,0.751771,0.72118,0.322675,0.418354,0.801311,0.401638,2.20655,0.755957,1.44393,1.26902,0.95511,1.81171,1.01049,0.490305,NA,1.26774
2010-11-06,2010,44,0.683851,2.83371,1.09028,1.18573,2.52326,0.971705,0.396743,0.222332,2.99118,NA,2.65614,1.77398,1.82724,1.4893,0.842254,0.35878,0.481289,0.289678,2.80934,0.176471,1.45386,0.812421,0.863417,0.805802,3.3557,1.16768,0.0405186,0.376712,1.76761,0.294372,1.82877,2.37983,0.527357,0.649925,0.713749,0.831798,1.62845,0.764895,0.991455,0.530256,0.44531,0.779833,0.528096,2.36381,0.651859,1.25276,1.26547,0.78637,1.83986,1.09649,0.566636,NA,1.43723
2010-11-13,2010,45,0.951904,3.46224,1.19736,0.945337,2.74562,0.719015,0.319562,0.79466,2.32951,NA,3.41305,1.17429,1.49434,1.55392,0.752055,0.41866,0.724993,0.222995,2.08577,0.356622,1.42159,0.732931,0.806639,0.82012,3.93095,1.22374,0.243902,2.96108,0.805239,0.304414,2.2031,2.3776,0.504756,0.476862,0.75811,0.51801,2.57453,0.775305,1.03377,0.477403,0.5111,0.743424,0.593704,2.51778,0.6639,1.12705,1.41165,1.06724,2.06875,1.03383,0.463336,NA,1.53341
2010-11-20,2010,46,0.962567,3.53248,1.55462,1.09665,2.81963,0.696032,0.618847,0.390879,1.5844,NA,4.55518,1.31204,1.95882,1.63242,0.820837,0.484206,0.595801,0.46321,2.81506,0.520341,1.50014,0.803486,0.655481,0.702763,4.46575,1.20367,0.10993,2.42303,2.63276,0.279281,2.13716,2.87842,0.503441,0.484569,0.644192,0.533199,3.35068,0.657895,0.946337,0.504177,0.455927,1.00136,0.676526,2.24622,0.907845,1.79054,1.53242,1.33132,1.99804,1.12402,0.744725,NA,1.69445
2010-11-27,2010,47,0.652316,4.27655,2.02599,1.1338,3.16132,0.754401,0.716612,0.503356,3.33519,NA,5.4632,1.57422,3.06882,1.81669,0.795053,0.533689,0.890511,0.539615,2.92706,0.617566,2.01258,0.958095,0.855178,1.10096,4.83811,1.41407,0.537057,0.614754,3.10198,0.205181,2.41758,2.9782,0.54919,0.63197,0.590551,0.454502,2.6523,1.06383,1.10846,0.67804,0.513049,0.891996,0.821849,2.59866,0.743569,1.94011,1.62726,1.87333,1.68525,0.978261,0.500147,NA,1.9915
2010-12-04,2010,48,0.45977,4.44043,1.39295,1.42227,2.60631,0.849729,0.442994,0.270005,4.15896,NA,3.48178,1.96305,1.80142,1.62132,0.887189,0.827498,0.719424,0.673462,2.66482,0.347958,1.86342,0.903185,0.564609,0.855418,4.88509,1.56732,0.0380518,2.8157,2.89043,0.138806,2.60116,2.8547,1.62591,0.657793,0.347088,0.349567,2.14477,0.718276,1.20878,0.765766,0.509782,1.10714,0.805777,2.56617,0.838308,1.57528,1.57146,0.981767,1.39059,1.27081,0.593776,NA,1.81305
2010-12-11,2010,49,0.797721,5.81097,1.02064,2.14835,3.05613,0.809504,0.654897,0.361156,3.26052,NA,4.48962,2.42215,1.72267,1.85288,0.949958,0.954329,0.828437,0.598723,2.80486,0.435219,1.55109,0.96749,0.563399,0.584334,5.33836,1.37036,0.0359454,2.46212,3.28279,0.247015,2.65371,2.32423,2.1629,0.613611,0.23753,0.342466,2.33623,0.980101,1.22407,0.635497,0.484707,1.16321,1.10577,2.40335,1.16492,1.15663,1.69937,0.96463,1.58682,1.27947,0.418323,NA,2.01426
2010-12-18,2010,50,1.05581,10.4359,2.10551,2.01836,3.6598,0.901601,0.659413,0.293902,4.33125,NA,6.30401,2.51225,1.36502,2.05097,0.964187,1.49854,0.8626,0.629651,3.37939,0.341472,2.00849,1.12005,0.755685,1.16119,8.81573,1.41003,0.0772798,3.2371,4.28725,0.070922,3.20073,2.72335,2.68099,0.628731,0.317628,0.446457,3.40386,1.39498,1.35668,0.468165,0.804237,0.945846,1.37845,2.84097,1.1154,1.34553,1.75344,0.647549,1.41603,0.661686,0.311785,NA,2.55659
2010-12-25,2010,51,0.852273,13.0878,3.61163,2.3027,4.62077,0.833503,0.873563,0.504267,5.76822,NA,7.27884,2.21704,3.20553,3.09033,1.36295,2.07254,0.968867,1.2874,3.82638,0.59952,2.738,1.30649,0.683919,1.0122,10.8166,2.34292,0.062422,2.22063,3.46784,0.243309,4.6438,3.41176,3.84844,0.944729,0.275672,0.598156,4.09441,2.06037,2.00375,0.854701,0.799381,1.51849,2.36079,3.87315,1.10739,1.51873,2.19585,0.387097,1.19637,0.693594,1.63244,NA,3.38185
2011-01-01,2010,52,1.13086,11.6592,2.5771,1.51649,4.6895,1.06009,0.853578,0.508974,6.84746,NA,6.06827,3.34378,2.59815,3.55156,1.7327,1.45606,1.36456,0.954144,5.63071,0.644828,3.6845,1.4601,0.899631,1.10533,9.03389,2.68029,0.234926,3.82883,3.88664,0.266046,4.91358,3.87493,4.19925,1.58986,0,0.721306,4.9101,2.29709,2.38516,1.28881,1.17429,1.52446,2.74332,3.40711,1.09006,1.81087,2.3964,2.45902,1.41386,1.38822,1.46377,NA,3.43172
2011-01-08,2011,1,0.592593,9.73755,3.36738,1.59667,3.56213,0.919508,0.923191,0.783904,4.75874,NA,4.82214,2.44275,2.03906,2.99071,1.75182,0.579065,1.05792,1.27095,4.38839,0.509198,2.27061,1.17914,0.687039,1.37079,6.75844,2.12687,0,3.00619,3.08241,0.328757,3.95271,2.95452,2.87699,1.5266,0.264901,0.914853,3.02847,1.22262,2.10846,0.588452,1.45963,1.40617,1.69993,3.21248,0.519955,1.77179,2.48912,1.5224,1.24516,0.801901,0.806285,NA,2.69151
2011-01-15,2011,2,1.48227,11.944,4.84672,1.71146,3.79325,1.01411,1.04648,2.53041,4.8618,NA,4.11148,2.01871,2.25623,3.28357,2.40376,0.459117,1.06197,0.710557,5.7204,0.471204,2.36271,1.69167,0.833662,1.06915,5.94459,2.35408,0.221926,2.95939,3.31421,0.231774,4.97268,2.89821,3.45107,2.53445,0.118133,1.17144,5.76184,1.64506,2.3239,0.415937,2.46609,1.7554,2.72602,4.05996,2.5974,1.48631,2.81105,1.21906,1.2586,0.842289,1.06561,NA,2.91063
2011-01-22,2011,3,1.66821,13.1063,6.77669,2.38773,4.02689,1.14098,1.18359,1.98627,3.89466,NA,3.52076,3.2167,3.5809,4.03462,4.38823,1.00663,1.60295,1.49903,7.82892,0.75275,4.12421,1.52558,1.0462,1.83651,6.62632,2.2551,0.251004,3.12049,3.78455,0.422744,5.12435,3.72137,3.07852,3.98145,0.768808,1.63964,10.3386,1.90359,2.72705,0.502842,2.48763,2.36777,3.6452,4.73202,2.13816,1.74683,3.97236,0.721046,1.92201,1.24703,2.36327,NA,3.49232
2011-01-29,2011,4,1.40127,14.7376,7.29689,2.33506,4.60501,1.88811,1.07163,1.99336,3.92447,NA,4.36671,3.9489,3.4288,4.71879,6.90447,2.19041,2.84569,2.02093,6.63419,1.03409,3.80076,1.86385,1.59031,1.98138,6.58129,3.66952,0.207828,4.47843,3.83545,0.413456,5.90291,5.0758,3.35509,4.89549,1.02814,2.40387,14.4065,2.11458,4.04659,0.950899,4.84551,2.6757,5.15049,5.93439,0.895355,2.17977,4.7423,1.81388,2.88373,2.37759,2.898,NA,4.0037
2011-02-05,2011,5,3.67868,12.5984,6.48838,2.43798,4.33983,2.52049,1.64619,1.99868,3.35762,NA,4.79551,3.73887,3.94244,4.9683,6.7716,2.61337,3.31402,3.20207,10.046,1.47004,4.0101,2.37127,1.73742,2.56631,6.80856,5.05806,0.836972,6.28019,4.03184,0.504732,5.5993,5.56121,4.04412,5.62213,1.22549,3.4932,12.8354,1.6229,4.37266,1.40503,7.12673,2.87303,6.39836,6.68052,2.03178,2.47765,5.34851,2.81109,3.47316,2.98987,2.92516,NA,4.43534
2011-02-12,2011,6,1.95891,11.5078,8.08052,2.77627,4.88711,2.63779,1.76373,2.1037,3.47826,NA,4.87195,4.71753,4.56026,4.23328,6.07211,1.72855,3.19528,3.03882,7.28468,1.57754,3.65262,2.33142,2.27731,2.51155,6.14754,4.89771,0.355114,3.68098,3.71371,0.725821,5.86393,4.90175,3.89805,6.0716,1.5978,2.26706,7.32127,2.25032,3.74081,2.31654,6.04218,3.20291,6.27479,8.12867,2.90828,2.73263,5.12923,2.16644,3.98661,2.93542,3.37715,NA,4.24215
2011-02-19,2011,7,4.4316,11.9696,8.18854,2.63356,5.07162,2.92775,1.98326,2.6928,2.7957,NA,4.71214,5.72271,6.01038,4.04362,5.97522,2.19298,3.72246,2.14109,7.37081,2.27929,3.05647,2.65215,2.29611,3.1493,5.96418,6.10616,0.701262,4.43182,4.06365,0.66166,6.11392,6.43468,4.03668,5.03414,2.25564,2.23717,7.16321,2.5634,3.61821,2.72609,4.84745,4.34783,5.97049,8.26519,2.45478,3.43809,5.14304,4.14244,5.12116,2.81324,2.60146,NA,4.39719
2011-02-26,2011,8,2.93454,9.67196,6.03429,2.28608,5.17402,2.85625,1.98091,2.32987,1.64396,NA,4.05653,5.54855,6.26091,3.85922,5.02345,2.21029,3.39597,2.57244,5.05296,1.92711,2.62542,2.45628,2.71023,2.98699,5.0174,5.4344,1.10193,8.24176,4.06769,0.766522,6.69849,5.32783,3.74332,3.73912,2.68235,1.90649,5.65058,1.81037,3.40457,4.95067,3.85022,4.16738,3.57057,6.66045,1.88917,2.53743,4.35908,3.80721,5.45299,2.76498,2.36935,NA,3.90256
2011-03-05,2011,9,4.8801,6.80203,6.93537,1.71211,5.00087,2.67784,1.34299,2.14613,2.02952,NA,2.82145,5.25433,5.59846,3.6953,3.80817,2.18331,3.08696,1.78363,4.11286,1.90314,2.14094,1.93807,2.1339,3.23099,4.25786,3.89713,1.11654,6.80219,4.78919,0.939249,5.74113,4.83437,2.72493,2.25827,3.01666,1.68197,4.77424,1.91172,2.91082,2.48051,2.88657,3.8888,3.15196,4.58565,1.18407,2.28095,3.47331,3.46903,4.32385,3.19263,2.28645,NA,3.15073
2011-03-12,2011,10,3.53371,5.82572,2.61015,1.70064,4.69447,2.10423,1.15734,1.68552,2.30938,NA,2.36845,5.17388,6.48731,3.19015,2.72749,1.44017,2.50417,0.949242,3.54024,1.20046,1.99212,2.04345,2.18373,2.84067,4.01552,4.21369,0.801165,5.88957,3.27375,0.529101,5.05526,3.72878,2.7215,2.32629,4.21801,1.48446,3.57379,2.09194,2.76817,2.27168,2.19114,3.50391,2.14712,3.68025,1.89679,2.74522,2.8357,3.04946,2.60933,3.12896,1.53282,NA,2.72422
2011-03-19,2011,11,2.68747,4.04606,3.26913,1.32819,4.4379,1.78431,0.888569,0.947763,2.99166,NA,2.15871,4.2368,4.38749,3.373,2.05007,1.8766,1.76917,0.63851,3.35263,1.0707,1.66098,1.7797,1.70829,2.80579,3.77297,2.54097,0.815376,2.89517,3.08045,0.541883,4.68859,3.60762,3.02193,1.47839,2.21662,1.28231,3.2034,1.625,2.01834,1.31332,1.43328,2.76452,1.58316,2.84749,1.53116,2.12912,2.26876,3.64271,2.589,3.71758,1.10763,NA,2.33336
2011-03-26,2011,12,3.02457,3.43834,2.31362,0.996642,3.29703,1.37731,0.355872,0.526316,2.89299,NA,1.76585,1.97368,4.3877,2.63603,1.66513,0.64433,1.55869,0.489316,2.91683,0.860451,1.77878,1.51078,1.31108,2.38585,3.04018,2.44453,0.835189,1.56352,4.29749,0.388199,3.41036,2.85169,2.3114,1.0581,2.26397,0.648695,1.86879,1.64474,1.58492,0.897505,0.769995,2.5306,0.632749,3.1125,1.22,1.53347,1.85296,3.06081,1.354,1.02041,0.770102,NA,1.925
2011-04-02,2011,13,2.14376,3.17374,1.66325,1.11316,3.2,0.984413,0.673014,0.96858,2.37252,NA,1.64046,2.75953,2.83491,2.55181,0.984447,0.568451,1.13311,0.700844,1.82657,0.793257,1.22569,1.5324,1.08931,2.18437,3.35792,1.99634,0.4662,1.16105,2.27938,0.484352,4.60678,2.67527,2.02105,0.838605,0.846702,0.87309,1.21359,1.28979,1.55592,0.906649,0.792051,2.24277,0.76575,2.13536,1.2719,1.67224,1.81293,1.54696,1.27412,1.29545,1.11902,NA,1.75243
2011-04-09,2011,14,2.2082,2.74659,0.850906,0.997526,2.64683,0.896684,0.344308,0.475119,0.195185,NA,1.52942,2.79948,2.86096,2.15318,0.922334,0.932599,0.892174,0.356102,2.48497,0.723634,1.57288,1.39126,0.834344,2.04599,3.13642,1.61195,0.27933,0.894234,2.21222,0.196773,3.39574,2.32261,2.22854,0.536536,0.721848,0.615465,1.56685,1.00822,1.68153,0.701179,0.641026,1.35374,0.703437,1.83216,0.752299,1.83993,1.51176,0.79858,0.940983,1.00159,0.837521,NA,1.57704
2011-04-16,2011,15,1.36504,2.67592,0.438757,0.895053,2.57193,0.814396,0.244275,0.11534,0.068306,NA,1.33095,1.85053,2.93392,1.57063,0.581147,0.630915,0.616165,0.300405,1.48567,0.644531,1.94079,1.28155,0.558727,1.40235,3.1314,1.33698,0.235018,1.43939,2.11339,0.0591017,2.74671,1.72675,2.3652,0.586047,0.794439,0.452128,0.674252,0.965873,1.41556,0.529021,0.500128,0.913621,0.55213,1.67025,0.963515,2.00573,1.48654,0.970497,0.704424,0.79756,0.515717,NA,1.35766
2011-04-23,2011,16,1.4123,2.76866,0.675676,1.09028,2.24199,0.764121,0.230614,0.082012,0.0754148,NA,1.32493,2.55447,1.48645,1.72191,0.474655,0.442282,0.562141,0.187166,1.5376,0.563317,1.95606,1.25237,0.640349,1.32867,2.85882,0.99348,0.0297885,1.05422,3.12605,0.0441501,2.79318,1.87243,2.23407,0.370714,0.399734,0.355802,0.592969,1.07246,0.970285,0.464476,0.509698,1.00823,0.575935,1.66212,0.579542,1.43522,1.3181,1.38714,0.719499,0.251397,0.575576,NA,1.31223
2011-04-30,2011,17,0.854271,3.28311,0.455754,0.835587,2.34436,0.909698,0.23084,0.0457247,0,NA,1.35877,1.77134,1.86047,1.52495,0.513118,0.552995,0.688073,0.183804,1.90088,0.46474,1.05199,0.991172,0.49864,1.01429,2.72215,0.711214,0,0.513834,1.55288,0.161253,2.76842,1.75745,1.35642,0.275451,0.210416,0.375144,0.293686,0.959752,0.976213,0.71474,0.248098,0.880395,0.385999,1.4454,0.257927,1.32743,1.05721,0.649087,0.635055,0.440529,0.347136,NA,1.14937
2011-05-07,2011,18,0.798122,3.00455,0.630347,0.772679,2.14632,0.759519,0.119296,0.0863309,0,NA,1.30999,0.603774,1.58513,1.34804,0.443973,0.242131,0.4769,0.554486,1.50696,0.49682,1.13264,0.912764,0.556691,0.588957,2.32148,0.603942,0,0.421546,2.51242,0.0752257,2.01081,1.65705,1.66576,0.320739,0.246305,0.6618,0.310421,0.924745,1.03274,0.390747,0.230061,0.602007,0.108425,1.62718,0.31746,1.514,1.07273,0.720721,0.414612,0.42125,0.252434,NA,1.11451
2011-05-14,2011,19,0.359712,2.64628,0.711744,0.686106,2.05279,0.604343,0.128425,0.0455996,0,NA,1.45429,1.41176,1.45138,1.59068,0.683028,0.167411,0.424309,0.133925,0.747833,0.508233,1.01451,0.750159,0.584429,0.582165,2.40229,0.901051,0,0.283286,2.4206,0.0706048,2.22222,1.75462,1.72106,0.405581,0.0683527,0.387558,0.387973,0.929924,0.996843,0.0499002,0.0586625,0.627521,0.0807475,1.7883,0.333333,1.96672,1.06423,0.580781,0.387755,0.227661,0.692308,NA,1.10984
2011-05-21,2011,20,0.306279,2.46441,0.520382,0.569434,2.13285,0.627459,0.0940291,0.107643,2.1322,NA,1.57802,1.40741,1.8346,1.19695,0.520077,0.169683,0.638298,0.126823,1.0801,0.370028,0.850209,0.812329,0.840106,0.756474,2.18672,0.717913,0,0.395062,0.789052,0.0680735,2.69103,1.55547,0.703443,0.313559,0.342759,0.485879,0.215703,1.07901,1.0065,0.019992,0.130208,0.522938,0.0551876,1.43878,0.364577,1.4565,1.1395,0.498132,0.335802,0.524292,0.424809,NA,1.0524
2011-05-28,2011,21,0.716846,2.72831,1.03627,0.555511,2.10667,0.59322,0.0626566,0,2.08451,NA,1.24069,1.86625,1.55424,1.23846,0.458475,0.115741,0.667022,0.0486204,1.1524,0.519802,1.2498,0.954948,0.527108,0.59795,2.27182,0.804039,0,0.185071,0.67815,0.03125,2.94975,1.61633,1.56349,0.622249,0,0.285442,0.229226,0.645819,0.862225,0.0237699,0.260465,0.518623,0.0248201,1.18284,0.273444,1.1976,0.999368,0.18018,0.40349,0.41021,0.166875,NA,1.03536
2011-06-04,2011,22,0.366492,2.54511,0.939306,0.550731,2.5765,0.55124,0.174672,0,2.37671,NA,1.32078,1.13754,2.35294,1.68385,0.721805,0.0674764,0.517148,0.323466,0.851813,0.643537,0.889371,0.914855,0.542265,0.524738,2.40786,0.0808407,0,0.183374,0.731602,0.0448229,2.52839,1.56185,1.77814,0.607571,0.162075,0.486244,0.047824,0.814053,1.004,0.030012,0.132567,0.507343,0.0283006,1.47219,0.207684,1.12641,1.01137,0.297177,0.411061,0.421496,0.182232,NA,1.11777
2011-06-11,2011,23,0.601751,2.38925,0.686642,0.468237,2.26424,0.433862,0.070922,0,2.39674,NA,0.965748,1.2334,1.70604,1.2613,0.432961,0,0.465477,0.042793,0.968153,0.442369,1.41586,0.875651,0.53505,0.523722,2.13416,0.103448,0,0.330251,1.03003,0,2.77982,1.39423,0.14752,0.533668,0,0.210239,0.195886,0.575595,1.02332,0.0243368,0.21322,0.418994,0.0731172,1.0381,0.313112,1.06724,0.964833,0.332226,0.367069,0.121729,0.20284,NA,0.982949
2011-06-18,2011,24,0.552486,2.51859,0.926999,0.392619,1.84762,0.372321,0,0,2.72306,NA,0.817922,0.756534,1.49102,1.10723,0.441631,0,0.152905,0.0802837,1.14943,0.403035,1.78476,0.940344,0.55197,0.436554,1.88371,0.03885,0,0.0875657,0.882801,0,3.07871,1.51659,0.0909091,0.605469,0,0.0583771,0.297619,1.07849,0.697869,0.0242483,0.167584,0.541942,0.0276167,1.20398,0.27362,0.586166,0.911056,0.268097,0.470527,0.111359,0.326087,NA,0.925194
2011-06-25,2011,25,0.764192,1.79372,0.393185,0.409738,1.73298,0.310244,0,0,1.94529,NA,0.667853,1.1612,1.60446,1.06486,0.310973,0,0.38835,0.0732064,0.973157,0.365764,1.20923,0.814392,0.482464,0.811416,1.8323,0.315831,0,0.168067,0.754663,0.0367107,2.93454,0.875827,0.134901,0.637996,0,0.0741198,0,1.29577,0.810081,0.0243132,0.119104,0.393604,0.0375141,1.09499,0.204012,1.18765,0.82836,0,0.186111,0.395604,0.279799,NA,0.835531
2011-07-02,2011,26,0.559284,2.36038,0.4329,0.385402,1.67684,0.250892,0,0,2.40416,NA,0.607222,1.57618,1.25705,1.24786,0.517443,0,0.107267,0.211351,1.04512,0.466029,1.21014,0.74462,0.616509,0.334753,1.63593,0.109131,0,0.0656599,0.644963,0.041876,0.885138,0.856766,0.13616,0.654332,0.0766871,0.277497,0.175336,0.780814,0.624086,0.0288517,0.221511,0.310188,0.0131216,1.44139,0.408598,0.645919,0.817877,0,0.222338,0.427148,0.102934,NA,0.832393
2011-07-09,2011,27,0.500835,1.84216,0.260417,0.469806,1.68774,0.422777,0,0,1.82186,NA,0.744043,2.35097,0.899594,1.5216,0.44712,0.0794281,0.109111,0.0508337,0.739982,0.873485,2.39544,0.771683,0.580739,0.936262,1.7163,0.162668,0,0.123609,0.388814,0,0.278035,1.1833,0.0538358,0.677613,0,0.294551,0.172414,0.648088,0.821396,0.0639182,0.265565,0.55142,0.0176149,1.09916,0.481314,0.759975,0.723917,0,0.337781,0.291886,0.170455,NA,0.855591
2011-07-16,2011,28,0.668896,1.88256,0.260417,0.449364,1.60432,0.30888,0,0,3.40909,NA,0.598637,1.63205,0.645161,0.822823,0.235651,0,0.0996016,0.0309483,0.91623,0.59657,1.28183,0.75144,0.431365,0.358423,1.64122,0.109569,0,0.0517063,0.500303,0,0.226693,0.944753,0.0580608,0.422692,0,0.0705384,0.106157,0.557414,0.538529,0,0.113604,0.501672,0.0123153,1.11008,0.0862515,0.711322,0.629352,0,0.184623,0.29301,0.251256,NA,0.706949
2011-07-23,2011,29,0.31746,1.3618,0,0.36858,1.45437,0.406306,0,0,1.97669,NA,0.513128,1.12755,0.925658,1.14027,0.298039,0,0.40311,0.187023,1.22133,0.604011,1.20808,0.742563,0.385826,0.468604,1.83892,0.0745156,0,0.148478,0.45427,0.0329381,0.107411,1.21225,0.145591,0.317383,0,0.0965018,0.102934,0.312663,0.599161,0.0530504,0.102643,0.459418,0.0131406,0.794791,0.318544,0.8329,0.625742,0,0.0858369,0.157563,0.188679,NA,0.694387
2011-07-30,2011,30,0.410678,1.3122,0.127065,0.328126,1.35141,0.368984,0,0,2.01149,NA,0.629303,1.51976,0.657462,1.18249,0.280987,0,0.344149,0.0130993,1.13324,0.450024,2.37726,0.708665,0.299341,0.16116,1.51907,0.0380807,0,0.264375,0.516717,0,0.282486,0.942211,0.137255,0.37921,0,0.0353607,0.101317,0.542005,0.527498,0,0.376344,0.571837,0,0.927915,0.208171,1.0981,0.673763,0,0.128995,0.262329,0.121212,NA,0.687976
2011-08-06,2011,31,0.369393,0.340219,0,0.418026,0.553292,0.479629,0,0,1.98068,NA,0.690295,0.143062,0.387366,1.39115,0.212379,0.0919118,0.192555,0.227768,0.872698,0.36036,1.723,0.651452,0.564738,0.562676,1.46256,0.122599,0,0.0746269,0.558824,0.0308071,0.376921,0.958525,0.17105,0.262342,0.140174,0.162115,0.0507099,0.448934,0.519427,0.0262261,0.178518,0.528973,0.0244828,0.947032,0.085034,1.01083,0.560293,0,0.0747384,0.0478011,0.095057,NA,0.644743
2011-08-13,2011,32,0.488865,1.79206,0.753012,0.307596,1.35688,0.351199,0,0,1.97224,NA,0.807668,0.468933,0.697604,1.01159,0.192864,0.0840336,0.208932,0,1.08269,0.417478,1.02555,0.679427,0.433866,0.362538,1.61967,0.0385802,0,0.134953,0.431034,0,0.725295,0.948947,0.125418,0.275344,0.180738,0.172138,0,0.484131,0.628995,0,0.140174,0.430725,0.0232019,0.820541,0.261097,0.996016,0.588899,0,0.118501,0.231267,0.121457,NA,0.67533
2011-08-20,2011,33,0.322754,2.1645,0.380228,0.436195,1.1637,0.392137,0.135962,0,2.39398,NA,0.911454,0.736842,0.71964,1.14914,0.240215,0,0.0457352,0.013289,1.12234,0.481155,0.927578,0.607253,0.430946,0.950119,1.95423,0.0346861,0,0.369822,0.447524,0.0314465,0.374208,1.15533,0.131926,0.531915,0.197336,0.0472701,0.30722,0.383693,0.575717,0,0.0896057,0.334821,0.0623377,0.965857,0.218775,1.81818,0.677421,0,0.18372,0.111919,0.230203,NA,0.72823
2011-08-27,2011,34,0.165107,2.3037,0.576369,0.586,1.34833,0.40142,0.0541712,0,2.99927,NA,1.19306,0.97032,0.418911,1.21631,0.337634,0.0540541,0.263852,0.0193361,1.44716,0.471175,1.46699,0.601852,0.493612,0.56164,2.57653,0.0318167,0,0.191083,0.498753,0,0.288517,1.18256,0.0888099,0.293794,0.282021,0.10066,0.326397,0.359343,0.47421,0,0.0569909,0.471592,0.069993,1.01165,0.273491,1.49254,0.774693,0.0791766,0.429693,0.319149,0.154381,NA,0.806526
2011-09-03,2011,35,0.913978,2.34438,0.663507,0.67383,1.47857,0.615878,0,0,2.41935,NA,1.1908,0.643317,1.23423,1.3125,0.327392,0.212202,0.419132,0.0494153,1.36734,0.60551,1.20512,0.620629,0.696587,0.761773,2.05144,0.141603,0,0.31348,0.358262,0.032,0.262536,1.89318,0.157159,0.43691,0.245317,0.0569801,0.285225,0.484914,0.530273,0.101112,0.07357,0.550297,0.141898,1.43408,0.345599,1.45202,0.723238,0,0.38625,0.287356,0.263736,NA,0.860408
2011-09-10,2011,36,0.864865,3.44828,0.914286,0.431582,1.60215,0.642398,0,0,4.17007,NA,1.49351,0.887574,1.29168,1.41258,0.464989,0.331565,0.869133,0.0483994,1.70683,0.602601,1.13186,0.578256,0.679423,0.646478,2.48053,0.247219,0,0.932994,0.558735,0,0.3003,1.5885,0.152759,0.389788,0.327941,0.125278,0.40783,0.561167,0.614539,0.0875465,0.0830392,0.644681,0.179662,1.72981,0.324374,2.0202,0.800381,0.0934579,0.347267,0.215332,0.420561,NA,0.936075
2011-09-17,2011,37,0.98242,3.55951,1.09671,0.498943,1.74891,0.644817,0.0477327,0,4.24528,NA,1.3952,1.28552,0.657895,1.33621,0.382742,0.696056,0.981461,0.0455937,1.98413,0.402414,1.08325,0.637241,0.542495,1.0107,2.35249,0.254813,0,3.05206,0.608026,0.0297885,0.318979,1.66233,0.127805,0.562852,0.424628,0.21846,0.865426,1.05332,0.815472,0.0691324,0.146924,0.540662,0.28157,1.65811,0.310238,2.17391,0.916186,0.078064,0.624311,0.211034,0.386399,NA,0.966683
2011-09-24,2011,38,1.22699,3.38738,0.827206,0.457754,1.75994,0.727571,0,0,5.13532,NA,1.30154,0.815217,0.857679,1.93042,0.654159,0.284206,0.590909,0.0278257,3.1651,0.423392,2.0957,0.667404,0.440233,1.0989,2.43185,0.270433,0.0530223,1.09546,0.541932,0.08726,0.458891,1.44248,0.282595,0.52098,0.593692,0.103135,0.316313,1.14144,0.978735,0.10915,0.179921,0.462749,0.3606,1.60235,0.765543,1.10926,1.08084,0.22409,0.879205,0.519781,0.713719,NA,0.996007
